mol_idx,smiles,n_atoms,k_requested,n_partitions,score,within_frac,between_frac,higher_frac,prediction,atom_baseline,validation_passed,validation_error,strategy,contribution_setting
5,CC1N2CC2(C#C)C1=O,16,4,4,0.6978283860805932,0.6119224570300212,0.17181185809870742,0.216265684869444,18.986259179603863,-1657.6014506101653,True,1.8712025603223196e-16,Greedy-Distance (k=4),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,4,4,0.7097870277982028,0.46571797034635437,0.4881381149012504,0.04614391475056035,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Greedy-Distance (k=4),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,4,4,0.716151448501742,0.6098461900861638,0.21261051682686435,0.17754329308375288,-0.9582831744772141,-1979.9513730289436,True,7.994024181102146e-15,Greedy-Distance (k=4),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,4,4,0.8630041338191315,0.7870593041934077,0.1518896592493473,0.06105103655566969,2.6366930561521884,-1672.265060659945,True,6.0633570967591406e-15,Greedy-Distance (k=4),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,4,4,0.8910406545505872,0.8519756126925124,0.07813008371337987,0.06989430359203053,-1.6838901683310934,-1616.450102641286,True,7.384387716561805e-15,Greedy-Distance (k=4),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,4,4,0.8601728844698308,0.7687856475721484,0.1827744737924245,0.048439878633221856,9.008961511740576,-2151.239339876484,True,3.154826379605357e-15,Greedy-Distance (k=4),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,4,4,0.8045122682257304,0.6868029204263784,0.23541869559687117,0.07777838397537591,33.38591039790339,-1917.874688367481,True,4.2565425192214824e-16,Greedy-Distance (k=4),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,4,4,0.8999772918888441,0.8400273751168081,0.11989983354116765,0.04007279133984586,32.29489123173883,-1554.3734179798228,True,0.0,Greedy-Distance (k=4),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,4,4,0.7462503456240256,0.5999248486259573,0.2926509939941366,0.10742415737840619,15.807805114993277,-1649.3419384453355,True,3.371164104947473e-16,Greedy-Distance (k=4),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,4,4,0.805996382616049,0.6880736900321914,0.23584538516510037,0.07608092480074706,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Greedy-Distance (k=4),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,4,4,0.7342912927512977,0.5874879438634217,0.29360669777393883,0.11890535836127958,8.686721758681735,-1548.3901684240898,True,2.044910483755813e-16,Greedy-Distance (k=4),without_single_atom_contributions
16,CCC(COC=N)=NO,19,4,4,0.850299645401881,0.78108051737805,0.1384382560449597,0.08048122657496348,35.985776923989086,-1773.4953077682608,True,3.9490198433618297e-16,Greedy-Distance (k=4),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,4,4,0.6995635997688004,0.5619776542365558,0.27517189106242484,0.16285045469947088,-14.397062486315564,-1486.313483762627,True,2.467665665931981e-16,Greedy-Distance (k=4),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,4,4,0.8573119581994076,0.7731895734098322,0.16824476957661524,0.058565657011650674,-9.421013178792297,-1534.1474067035278,True,1.1313157973582906e-15,Greedy-Distance (k=4),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,4,4,0.8163110547752104,0.7285317104490063,0.1755586886497009,0.09590960089926232,-34.86142178571703,-1643.3586888896023,True,4.07638414821725e-16,Greedy-Distance (k=4),without_single_atom_contributions
